from,to
2263,32
2263,577
2263,3793
2263,807
2263,6189
2263,1898
2263,3020
2263,6174
2263,4383
2263,3368
2263,2865
2263,5264
2263,1708
2263,4640
2263,4697
2263,2242
2263,5921
2263,2993
2263,1786
2263,926
2263,2982
2263,3748
2263,5882
2263,2572
2263,1133
2263,4154
2263,2936
2263,6267
2263,2361
2263,2490
2263,2819
2263,3975
2263,2823
2263,165
2263,3569
2263,524
2263,6113
2263,537
2263,5968
2263,3014
2263,4952
2263,4415
2263,1487
2263,1136
2263,2761
4793,2545
4370,2319
4370,3458
645,3776
727,4177
1959,3385
1959,84
1959,5846
3131,3370
3131,2761
3131,5239
1126,1338
1126,5085
1126,3594
1126,3342
1126,3448
1126,960
1126,38
1126,967
307,5380
307,2356
307,5862
307,4491
307,5462
307,5670
307,4997
307,1237
307,4252
307,3333
307,4607
307,20
307,3542
307,5199
307,5026
307,1335
3417,702
3417,5579
3074,295
3074,3764
954,2843
3616,5487
3616,492
5764,4459
5764,5898
5764,1221
5764,5111
5764,2965
5764,1491
5764,2452
5764,4052
5764,5446
5764,1241
5764,901
5764,5423
5764,2097
5764,5757
5764,2347
5764,1130
5764,3028
5764,3750
5764,3605
5764,2670
5764,4454
5764,1675
5764,2855
5764,616
5764,5146
5764,4312
5764,67
5764,77
5764,1656
5764,3029
5764,1999
5764,3716
5764,5501
5764,3525
5764,1468
6127,710
6258,4659
6258,4054
6258,6190
1428,457
3394,284
3394,898
5460,5228
5460,997
1577,4287
2108,3807
2108,3763
2108,3826
2108,3892
1964,5854
1964,5217
1964,2626
1964,5173
1964,528
1964,654
1964,6190
646,6165
2538,460
2538,4854
1887,2184
4063,2906
4063,809
4063,3017
4063,4194
4063,5710
1085,2452
1085,2256
1085,659
132,5511
1674,667
2006,2654
2006,2804
3202,2906
6209,1992
6209,2694
6209,4265
6209,2623
6209,4368
5533,2556
5533,710
5533,1748
5533,670
5533,3860
5533,2027
5533,3307
5533,335
5533,1314
5533,289
3516,4719
3516,640
3516,6213
3516,4701
5782,6035
5782,5352
5782,4727
5782,4628
5782,2693
5782,2286
6269,2610
6269,1244
6269,5415
6269,2808
6269,4212
6269,4680
6269,947
6269,5976
6269,3454
6269,4149
6269,4973
5220,2859
5220,5019
5220,293
5220,1545
5220,374
5220,3358
5220,2980
870,958
870,2912
870,2662
870,4018
870,5381
870,2296
870,4529
870,5773
870,1137
870,1757
870,6272
870,5562
870,2391
870,4690
870,587
870,5883
870,1619
870,2999
870,3420
5000,1964
5000,3338
3377,142
3377,2220
3377,3399
3377,883
3377,232
3377,3887
3377,4377
3377,5204
3377,2576
3377,3066
3377,1476
3377,860
3377,1182
3377,5573
3377,2718
3377,4173
3377,2000
3377,1390
4873,1801
4873,1993
612,5656
2032,1114
2032,4852
2032,2140
2032,3468
3876,4019
3876,4720
3876,3780
3876,4731
3876,5320
3876,4926
3876,3171
3876,4346
3876,5853
3876,4638
3876,4190
3876,2733
3876,4221
3876,1924
3876,1182
3876,5838
3876,4301
3876,1394
3876,1865
3876,4673
3876,3726
3876,1650
3876,299
3876,5726
3876,4230
3876,1781
3876,1779
3876,5054
3876,3352
3876,1171
3876,6063
5568,5248
6270,1992
6270,6025
6270,4624
6270,196
6270,3681
6270,5934
6270,1303
6270,4555
6270,218
6270,2921
6270,5990
6270,78
6270,5283
6270,1391
6270,3222
6270,40
6270,487
6270,4697
6270,3008
6270,2559
6270,2621
6270,2279
6270,1692
6270,5162
6270,589
6270,4762
6270,3113
6270,5984
6270,4854
6270,5615
6270,214
6270,80
6270,1561
6270,638
6270,3669
6270,633
6270,3443
2030,775
3910,4468
4374,2717
4374,3875
4374,2103
4374,5696
4374,6095
1898,2452
1898,4265
1898,118
1898,1179
1898,2928
1898,1072
1898,3692
3440,5526
5795,3100
5795,1107
5795,23
5795,103
5795,4608
5137,1368
5137,786
5155,6203
5155,331
5155,2644
5155,3908
2720,1327
4450,2804
5900,515
5900,1944
5900,5184
5900,4868
5900,667
5900,3609
5900,523
2464,1374
2464,5150
2464,4733
2464,5722
2464,5532
2464,910
2464,1942
2464,598
2464,4522
2464,3859
2652,3475
2652,173
2652,2962
2652,4426
2652,2719
2652,1446
2652,4241
2652,5607
2652,5877
2652,3030
2652,6180
2652,2563
2652,5119
2652,3601
2652,5284
2652,3130
2652,3932
2652,4410
2652,3270
2652,1274
2652,6074
2652,4140
2652,141
2652,4170
2652,1467
2652,2283
2652,3890
2652,3600
2652,1257
2652,6160
2652,2215
2652,808
2652,3178
2652,338
2652,2402
2652,3818
2652,3644
2652,1638
2652,4129
2652,4162
2652,4918
2652,4042
2652,5330
2652,3964
2652,3336
2652,2228
2652,1888
2652,5008
2652,4534
2652,488
2652,5238
2652,167
2652,2770
2652,3094
2652,4936
2652,3078
2652,4340
2652,3070
2652,361
2652,2068
2652,1224
2652,4281
2652,2828
2652,5288
2652,4286
2652,4730
2652,3173
2652,12
2652,992
2652,2308
2652,4224
2652,2689
2652,4937
2652,6064
2652,861
2652,4575
2652,5908
2652,2141
2652,558
2652,943
2652,485
2652,2948
2652,4131
2652,3221
2652,4165
2652,2752
2652,3852
2652,1457
2652,1492
2652,4292
2652,3657
2652,897
2652,3187
2652,5358
2652,745
2652,1512
2652,2434
2652,2977
2652,2149
2652,1690
2652,2668
2652,5650
2652,5848
2652,2991
2652,89
2652,90
2652,3154
2652,534
2652,536
2652,308
2652,3080
2652,5944
2652,2848
2652,2997
2652,5425
2652,3713
2652,351
2652,5046
2652,2054
2652,2023
2652,6204
2652,5017
2652,3056
2652,5924
2652,6043
2652,4100
2652,4302
2652,2762
2652,206
2652,1618
2652,2295
2652,761
2652,3182
2652,4304
2652,4306
2652,1059
2652,5923
2652,4499
2652,2044
2652,3207
2652,1851
2652,1852
2652,2708
2652,693
2652,1527
2652,2661
2652,4358
2652,5661
2652,548
2652,1989
2652,2134
2652,1603
2652,1825
2652,3697
2652,1320
3098,3070
3098,4712
2635,6006
652,1801
652,6097
652,596
1323,898
1323,425
1323,4391
1323,2870
1323,1003
1323,5219
4600,5570
6224,4148
6224,1298
3914,196
3914,4733
3914,5380
3914,1189
3914,702
3914,5489
3914,3551
3914,218
3914,5030
3914,23
3914,1456
3914,3059
3914,3326
3914,2649
3914,2137
3914,356
3914,3051
3914,3752
3914,2018
3914,3283
3914,3954
3914,1849
3914,5554
3914,2326
3914,3546
4808,3021
3550,2782
3550,4971
3550,3515
703,1894
703,2814
703,519
703,4369
703,5304
703,2287
703,2863
703,2614
703,4815
703,1653
703,4283
703,1048
703,4044
703,376
703,1035
703,5662
703,841
703,2027
703,6054
703,3878
703,4799
703,3468
703,3473
703,5176
703,5310
703,6251
703,2530
703,5841
704,2150
704,3488
220,3907
220,3419
220,1231
220,5756
220,2819
220,6229
588,151
588,689
588,1980
588,4850
588,1918
588,3965
588,5992
588,5858
588,3522
588,283
588,4249
588,4847
588,222
588,3777
588,3192
588,1625
588,5393
588,1440
588,5440
588,516
588,5096
588,5072
588,5350
588,3371
588,3447
588,5267
5811,480
5811,2097
5811,2938
5811,3216
5811,3514
5811,2314
5811,3000
5811,1163
5811,5440
5811,2050
4223,5635
4223,5886
3845,898
3845,183
3845,3337
3845,1578
3845,1632
3845,4724
3845,3702
947,6080
947,5018
4507,452
4507,3000
4507,2363
4507,4455
4507,1597
4507,6255
444,3339
1576,898
4442,103
4121,3819
4121,716
1785,1992
1087,5722
1087,1162
1087,1331
1087,5177
1087,4618
1087,1280
1087,6161
3329,519
3329,1169
3329,5627
3329,3117
3329,3572
2973,510
2973,2484
2973,1653
2973,85
2973,3373
2973,709
2973,5702
2973,2
2973,3473
4527,5639
4527,1409
4527,418
4527,5280
4527,1427
4527,406
4527,1038
4527,561
4527,990
4527,5580
2164,1147
1853,5860
1853,4721
1853,3287
1853,4360
1853,5857
939,4155
939,2323
939,2409
518,5111
518,4841
518,3945
2989,1982
733,5150
5418,4383
4451,3385
544,3005
544,3779
544,5056
544,3330
544,392
544,3821
4094,5526
4094,1500
4094,2028
5629,1772
5701,3367
5701,5285
5701,4057
5701,4312
5701,791
2418,2210
2418,3641
2418,4297
2418,1019
2418,2217
2418,1519
2418,3990
2418,5912
2418,2216
2418,599
2418,1863
2418,4445
2418,1165
2418,2414
2418,2804
2418,789
2418,5076
2418,4526
2418,1108
2418,3051
2418,997
2418,4756
2418,1180
2418,3669
2418,1136
2418,5334
235,465
235,3594
235,5956
235,4618
4180,4467
4180,1699
4180,163
4180,4029
4283,3583
4283,5200
4283,4349
4283,4172
4283,1061
4283,43
4283,1435
4283,1425
4283,519
4283,4253
4283,2275
4283,1889
4283,4818
4283,2908
4283,2554
4283,5490
4283,3264
4283,3456
4283,4066
4283,3936
4283,5281
4283,703
4283,2209
4283,5627
4283,319
4283,2691
4283,1668
4283,5654
4283,643
4283,989
4283,5302
4283,5135
4283,5166
4283,4916
4283,453
4283,3500
4283,1531
4283,1867
4283,3860
4283,2400
4283,251
4283,6166
4283,3844
4283,4589
4283,301
4283,3635
4283,578
4283,353
4283,3924
4283,1600
4283,956
4283,1116
4283,3966
4283,5491
4283,5638
4283,4621
4283,4116
4283,1481
4283,331
4283,1722
4283,2937
4283,5262
4283,2682
4283,5774
4283,606
4283,2587
4283,3234
4283,5318
4283,4674
4283,3703
4283,4379
4283,116
4283,4955
4283,4242
4283,3410
4283,1991
4283,3293
4283,3893
4283,5846
4283,3572
4283,4805
4283,1884
4283,2894
4283,2008
4283,4991
4283,5482
4283,1657
4283,3180
4283,5841
4283,4893
4491,4208
5346,4085
5346,965
5346,5814
4910,6271
795,4314
243,5890
5640,4571
5640,770
5640,4308
5640,647
775,3663
640,5961
640,3399
640,5990
4469,967
4931,1699
5024,63
5024,6145
5179,796
5073,497
5073,5564
5073,1724
5073,2382
5073,5532
5073,1720
5073,4212
5073,1218
5073,2097
5073,3064
5073,5907
5073,4748
5073,1121
5073,3338
5073,4331
5073,3543
5073,4039
5073,3128
5073,1147
5073,2064
5073,2092
5073,3909
5073,3426
5073,3219
5073,1406
5073,1136
5073,1671
5073,2050
5073,5272
5073,4465
1772,5768
1772,4602
1772,2439
1772,6042
1772,4659
1772,3885
1772,5296
1772,3360
1772,4824
1772,3807
1772,4515
1772,4212
1772,452
1772,131
1772,5316
1772,4910
1772,5236
1772,6187
1772,5819
1772,772
1772,5715
1772,1811
1772,373
1772,103
1772,1077
1772,1472
1772,107
1772,378
1772,2855
1772,2363
1772,161
1772,3260
1772,2804
1772,596
1772,2190
1772,2361
1772,1083
1772,160
1772,5737
1772,3849
1772,3384
1772,4311
1772,407
1772,4662
1772,2584
1772,4701
1772,1332
1772,4755
1535,3786
1535,828
1535,2804
1535,5076
1535,1707
1535,2884
1535,4553
1535,2377
1535,825
753,2786
753,5890
753,5777
753,3472
2381,4081
1819,2091
1819,1601
1819,5272
6260,4468
2052,4391
4214,4953
4214,2536
4214,66
433,3876
4215,747
4449,3477
4449,4632
4449,851
4449,4460
4449,2707
4785,3557
4785,2191
810,1653
810,5400
810,3538
810,6090
810,700
4166,2384
3736,3122
3736,637
3736,2491
3736,4489
3736,4536
3736,339
3736,2910
3736,3716
3736,1127
405,4659
264,2749
5319,3277
5319,2875
5338,867
5338,4825
5338,4217
5338,4978
5338,3199
5338,4945
3339,4738
3339,405
6088,3035
6088,2243
6088,973
6088,2153
6088,4593
3147,5618
3147,32
3147,1708
3147,2055
3147,5887
1265,3923
1265,1074
787,1706
787,4783
787,1394
4421,1464
4421,4774
4421,1734
4421,2799
771,4185
2671,5564
3201,5618
3201,5471
3201,1980
3201,3210
3201,405
3201,5169
3201,6093
3201,1672
3201,4087
3201,1559
3453,1058
3453,524
6134,1772
6134,2363
6134,356
6134,5186
6134,5939
4916,4078
6152,5564
6152,417
6152,4635
2732,419
2732,2333
2732,5921
2732,4088
2732,2843
2732,3236
2732,2072
4675,4287
2169,515
3216,5701
5023,3123
5023,3101
5023,5348
5023,546
3375,3958
3375,1494
3500,4081
4827,5127
2182,895
3972,2679
3972,2774
3028,4185
3028,3210
3028,5589
3028,3634
3028,5818
3028,4439
3028,629
3028,5939
3028,1104
3028,5806
2065,2798
2065,2363
2065,4777
1617,747
2717,880
304,2529
304,3195
3343,6080
2642,5940
2642,3778
2642,1423
2642,4323
2642,1081
2642,5311
2642,920
2642,5341
2642,948
2642,631
2642,4365
2642,1818
2642,4656
2642,6056
2642,3749
2642,3038
2642,2882
2642,3759
2642,639
2642,5537
2642,885
2642,5645
2642,5644
2642,6119
2642,4929
2642,5274
2642,5275
2642,5276
2642,1290
2642,5916
2642,542
2642,3241
2642,2945
2642,1094
2642,5031
2642,2624
2642,1361
2642,5653
2642,3489
2642,4615
2642,3389
2642,4187
2788,2452
2788,1085
2788,5671
2788,4405
2788,2804
2788,3381
2788,4608
2788,1293
2788,1117
3388,4762
4231,1328
4231,3715
4231,6192
4231,4866
4231,740
4231,4360
4231,5078
4231,1411
4231,921
4231,3763
4231,3923
4231,103
4231,5890
4231,4523
4231,6213
4231,3690
4231,1058
4231,2936
4231,3047
4231,815
4231,1601
4231,1136
4231,394
4231,5693
4231,4701
4231,2180
4231,2432
4231,4875
1711,5934
1711,274
1711,2766
1711,2361
1711,4065
11,4283
1399,32
1399,1596
5600,5834
5600,1460
5600,2827
5600,591
5600,3950
5600,853
5600,2061
5600,4077
5600,5315
5600,575
5600,5904
5600,3513
5600,1495
5600,4524
5600,4007
5600,5937
5600,4500
1024,1699
1024,3041
2189,6010
5299,573
5299,2556
5299,710
5299,3300
5299,237
5299,166
5299,1454
5299,3635
5299,4923
5299,5846
3684,2865
5567,898
4775,4445
4775,6262
5725,1884
2257,356
5218,4257
5218,2875
851,798
329,2101
329,4087
6250,5310
5974,3635
3688,6084
3688,210
3688,1488
3688,5076
3860,2556
3860,2522
3860,4328
3860,5203
3860,4339
3860,1738
3860,6203
1766,3156
1766,2755
1766,4833
1766,750
1766,1875
1766,37
1766,1670
1766,3812
1766,3874
1432,2361
1432,3014
1432,475
3916,2569
3916,5987
3916,4438
3916,3043
3916,1179
3916,1276
4163,2172
455,6003
626,5722
4869,6274
2621,3126
2868,1505
4194,3228
3505,2443
3505,5477
3505,1601
3505,5621
3505,1297
1152,4390
1152,568
5513,146
5513,3923
5513,222
4488,927
4488,1266
4488,3106
2279,3417
2279,2936
118,3372
118,1125
6094,802
1832,5178
6238,895
6238,607
6238,4701
1296,2877
1296,4510
1296,3230
1296,5677
1296,5188
1296,5149
1296,6078
1296,5833
1296,3667
1296,5936
1296,246
1296,2454
1296,2983
1296,3166
1296,5205
1296,5970
1296,4146
1296,1281
1296,2985
1296,2592
1296,592
1296,360
1296,490
1296,462
1296,2552
1296,5568
1296,763
1296,5384
1296,2608
1296,383
1296,2578
1296,139
1296,4201
1296,1296
1296,474
1296,496
1296,2494
1296,1556
1296,5248
1296,1445
1296,580
1296,5116
1296,4260
1296,4605
1296,3462
1296,1364
1296,1799
1296,4792
1296,2270
1296,4613
1296,1842
1296,1755
1296,5127
1296,3805
1296,3582
1296,3585
1296,44
1296,439
1296,479
1296,849
1296,3837
1296,3273
1296,4101
1296,6002
1296,3271
5077,67
103,2794
103,5579
103,2300
103,3238
103,1601
3524,4287
3524,986
5013,4798
5013,595
4748,634
3982,2278
2879,4940
5909,4032
1379,6192
1379,4541
1379,81
1379,1331
1379,5264
1379,115
1379,933
1379,5339
1379,4795
1379,6075
1379,3133
4058,448
4058,1798
4058,5532
4058,3807
4058,1126
4058,3301
4058,6277
4058,2804
4058,2936
4058,6225
4058,4756
4058,5745
2675,1556
4174,636
4174,4876
4174,4421
4174,3125
4174,499
4174,2947
2007,2088
2007,667
2301,3923
2301,5099
2301,4647
2301,4035
2301,3133
2301,97
3120,3150
3068,5497
3068,2905
3424,5998
5680,4807
5680,987
5680,5397
5680,1596
5680,3416
5680,2761
5680,1669
5890,5722
5890,1863
5890,243
5890,2314
5890,2317
5890,4830
5890,5742
5890,3047
5890,6014
5890,4620
605,6139
605,1400
605,6249
605,2172
605,4439
186,3923
186,3961
186,2132
1480,891
1480,6202
1480,623
1480,69
1480,4279
1480,2016
1480,5100
1480,728
1480,6190
1480,5613
1480,1288
4523,5251
1407,1374
4585,1801
2477,4127
2477,1082
2477,2399
1744,5713
1744,3843
5918,3776
4213,3584
4213,1134
4213,2071
4213,799
2255,405
2755,273
2755,3694
386,100
3418,2964
5703,2776
6167,2014
1553,248
1553,5526
1553,1096
1553,4293
1553,61
2561,1514
5317,196
2723,3771
956,1960
3735,676
3735,1490
3735,1494
3735,857
3735,3025
792,791
5269,1823
4084,2804
409,4576
46,6039
46,4343
46,4626
46,3357
477,5305
3539,2824
3539,4946
3539,398
3539,1705
3539,5009
3539,5093
3539,4120
3539,1812
3539,5345
3539,2744
3539,305
3539,1715
3539,1005
3539,390
3539,3256
3539,2867
3539,1333
3539,4689
3539,1289
3539,3075
3539,5535
3539,3139
3539,4483
3539,4397
3539,3666
3539,1544
3539,2501
3539,5268
3539,5910
3539,28
3539,1032
3539,3993
3539,270
3539,1946
3539,5182
3539,6018
3539,457
3539,2175
3539,1568
3539,2781
3539,711
3539,1022
3539,3847
3539,6142
3539,5647
3539,2511
3539,2665
3539,3915
3539,1367
3539,4565
3539,2136
3539,3165
3539,735
3539,2963
3539,4943
3539,6079
3539,5711
3539,3089
3539,4284
3539,5999
3539,27
3539,3559
3539,4135
3539,4539
3539,2151
3539,1822
3539,6073
3539,2871
3539,4835
3539,2739
3539,1595
3539,3708
3539,4494
3539,3141
3539,258
3539,6151
3539,5006
3539,402
3539,2956
3539,1761
3539,5972
3539,6234
3539,766
3539,5957
3539,149
3539,4037
3539,1476
3539,1955
3539,1878
3539,1398
3539,985
3539,533
3539,3312
3539,2696
3539,886
3539,6085
3539,5718
3539,3994
3539,823
3539,6111
3539,176
3539,608
3539,4531
3539,2813
3539,2753
3539,4754
3539,3607
3539,4597
3539,1334
3539,677
3539,436
3539,3678
3539,3740
3539,5227
3539,3737
3539,2564
3539,2351
3539,3595
3539,5124
3539,2357
3539,1940
3539,4290
3539,3491
3539,5873
3539,3721
3539,1000
3539,4389
3539,1242
3539,2457
3539,6240
3539,4211
3539,6061
3539,4229
3539,3707
3539,5455
3539,3429
3539,3259
3539,4266
3539,1174
3539,4588
3539,5068
3539,5457
3539,1926
3539,2839
3539,2782
3539,1227
3539,3255
3539,5751
3539,4677
3539,287
3539,3040
3539,2451
3539,618
3539,1696
3539,5933
3539,3509
3539,4365
3539,976
3539,2235
3539,2508
3539,2293
3539,396
3539,4122
3539,48
3539,4532
3539,3366
3539,5324
3539,2734
3539,5962
3539,1139
3539,3738
3539,2506
3539,2777
3539,3877
3539,5587
3539,58
3539,2866
3539,6278
3539,975
3539,4782
3539,4829
3539,4980
3539,4968
3539,3869
3539,4353
3539,3680
3539,2647
3539,3445
3539,1110
3539,4964
3539,4939
3539,4948
3539,6188
3539,971
3539,4244
3539,5089
3539,297
3539,6194
3539,2526
3539,4110
3539,2325
3539,2550
3539,3679
3539,2676
3539,1154
3539,1990
3539,3649
3539,2076
3539,1739
3539,3396
3539,322
3539,4791
3539,2244
3539,5259
3539,191
3539,4546
3539,6237
3539,2988
3539,4115
3539,3720
3539,4134
3539,3450
3539,3540
3539,315
3539,2505
3539,586
3539,4643
3539,59
3539,3761
3539,2015
3539,298
3539,1965
3539,5383
3539,922
3539,60
3539,2935
3539,123
3539,5626
3539,3891
3539,558
3539,137
3539,3976
3539,3504
3539,1138
3539,413
3539,1922
3539,3430
3539,4098
3539,998
3539,3981
3539,3742
3539,4220
3539,1100
3539,5295
3539,1233
3539,3421
3539,1131
3539,2328
3539,3476
3539,5548
3539,5409
3539,507
3539,5975
3539,30
3539,4276
3539,4476
3539,5371
3539,4812
3539,4631
3539,3759
3539,4114
3539,1517
3539,587
3539,4788
3539,3245
3539,3562
3539,3894
3539,5123
3539,3711
3539,2918
3539,5405
3539,1403
3539,2975
3539,863
3539,4153
3539,272
3539,4427
3539,5450
3539,529
3539,2272
3539,6100
3539,1380
3539,4978
3539,2604
3539,3060
3539,3073
3539,193
3539,5705
3539,3661
3539,1541
3539,5743
3539,6081
3539,3989
3539,2201
3539,6128
3539,2053
3539,3179
3539,5553
3539,6052
3539,6053
3539,5265
3539,1709
3539,4026
3539,5536
3539,4477
3539,5349
3539,2845
3539,1885
3539,2458
3539,4617
3539,1897
3539,1063
3539,3267
3539,5328
3539,2360
3539,4813
3539,5064
3539,3434
3539,3357
3539,2690
3539,1222
3539,5481
3539,1642
3539,6046
3539,5069
3539,5820
3539,4766
3539,184
3539,4299
3539,2019
3539,5643
3539,1923
3539,4932
3539,1095
3539,3911
3539,4471
3539,1324
3539,1858
3539,2653
3539,790
3539,5408
3539,6116
3539,3699
3539,4924
3539,4319
3539,1090
3539,4794
3539,1573
3539,5543
3539,4031
3539,4461
3539,3480
3539,6020
3539,4396
3539,3135
3539,5061
3539,5809
3539,1830
3539,5337
3539,4496
3539,2795
3539,5522
3539,371
3539,2085
3539,105
3539,800
3539,2992
3539,2002
3539,484
3539,3493
3539,1433
3539,6135
3539,1586
3539,1588
3539,5625
3539,2737
3539,427
3539,148
3539,4291
3539,1591
3539,5095
3539,5094
3539,2247
3539,4741
3539,3412
3539,2596
3539,5707
3539,5466
3539,5467
3539,1966
3539,1963
3539,6288
3539,3645
3539,422
3539,4092
3539,642
3539,3757
3539,531
3539,2260
3539,2500
3539,2523
3539,5620
3539,1864
3539,4920
3539,5791
3539,4806
3539,5029
3539,5028
4983,3077
3196,5619
3196,1135
3196,3977
3196,208
3196,4287
3196,5896
3196,540
3196,4404
3196,946
3548,4512
3997,5508
3997,5270
3997,5715
4317,898
5810,3200
5230,4275
5230,3910
5230,791
5998,430
5998,1565
5998,4862
5998,171
5998,4988
5998,3935
5998,174
5998,2919
5998,1193
5998,4232
5998,1210
5998,6143
5998,6263
5998,2459
5998,3518
5998,5804
5998,2126
5998,2900
5998,865
5998,1209
5998,5222
5998,6001
5998,2250
5998,1475
5998,302
5998,4860
5998,2207
5998,5733
5998,4193
5998,5557
5998,5960
5998,55
5998,1049
5998,3824
5998,3012
5998,2448
5998,6257
5998,2062
5998,5695
5998,355
5998,3304
5998,1702
5998,4196
5998,240
5998,2266
5998,1240
5998,1560
5998,5752
5998,1718
5998,2801
5998,4594
5998,6129
5998,752
5998,5129
5998,4502
5998,2419
5998,1725
5998,2159
5998,2010
5998,5549
5998,2365
5998,527
5998,2933
5998,919
5998,1229
5998,1979
5998,1181
5998,3902
5998,721
5998,2133
5998,1572
5998,79
5998,2074
5998,3642
5998,1743
5998,6221
5998,1693
5998,2871
5998,2122
5998,1735
5998,4535
5998,3252
5998,1051
5998,4406
5998,4801
5998,4095
5998,5555
5998,1904
5998,3553
5998,2860
5998,3618
5998,4062
5998,6211
5998,945
5998,5175
5998,1498
5998,5958
5998,928
5998,3297
5998,2693
5998,5709
5998,6227
5998,2939
5998,4530
5998,2571
5998,1413
5998,4625
5998,1841
5998,6182
5998,1255
5998,550
5998,350
5998,4141
5998,2269
5998,3755
5998,1733
5998,56
5998,3336
5998,2228
5998,2339
5998,5395
5998,3449
5998,1054
5998,785
5998,410
5998,4324
5998,4779
5998,5438
5998,1264
5998,113
5998,1119
5998,4234
5998,1935
5998,5761
5998,3992
5998,3115
5998,2944
5998,853
5998,3002
5998,1528
5998,1149
5998,3998
5998,2633
5998,4108
5998,3390
5998,2637
5998,3183
5998,370
5998,604
5998,2838
5998,671
5998,2021
5998,6130
5998,1637
5998,4921
5998,794
5998,3053
5998,1938
5998,3640
5998,780
5998,688
5998,5571
5998,4811
5998,5601
5998,6210
5998,334
5998,435
5998,4372
5998,1579
5998,4503
5998,5147
5998,6144
5998,3619
5998,6181
5998,1384
5998,4980
5998,6198
5998,4744
5998,5981
5998,5530
5998,2405
5998,1356
5998,2259
5998,2479
5998,4036
5998,4584
5998,984
5998,5052
5998,1452
5998,2730
5998,2330
5998,1636
5998,3718
5998,344
5998,3745
5998,5234
5998,5101
5998,3403
5998,3198
5998,685
5998,5488
5998,2607
5998,653
5998,2303
5998,4001
5998,4124
5998,4027
5998,961
5998,944
5998,2401
5998,4700
5998,5597
5998,5575
5998,1655
5998,3575
5998,1344
5998,6082
5998,4333
5998,6
5998,4684
5998,3648
5998,1036
5998,5622
5998,3686
5998,5840
5998,2109
5998,1092
5998,4050
5998,1459
5998,3046
5998,3593
5998,554
5998,4823
5998,123
5998,4176
5998,1469
5998,6196
5998,5856
5998,5411
5998,1550
5998,2233
5998,4857
5998,2058
5998,1496
5998,111
5998,6059
5998,512
5998,4254
5998,4506
5998,4666
5998,1453
5998,4610
5998,6071
5998,924
5998,4897
5998,1518
5998,4987
5998,4464
5998,2170
5998,5542
5998,3759
5998,3578
5998,4561
5998,3523
5998,1590
5998,2148
5998,1912
5998,180
5998,4604
5998,2370
5998,5139
5998,521
5998,3545
5998,177
5998,3898
5998,856
5998,2276
5998,2852
5998,2664
5998,2636
5998,4280
5998,1046
5998,2961
5998,1295
5998,2874
5998,3109
5998,1663
5998,1802
5998,5657
5998,5126
5998,5043
5998,3346
5998,3904
5998,4956
5998,6101
5998,1605
5998,5104
5998,3275
5998,3065
5998,5437
5998,2389
5998,2161
5998,3104
5998,2345
5998,288
5998,5480
5998,4433
5998,4432
5998,5867
5998,3361
5998,1499
5998,3527
5998,75
5998,2369
5998,594
5998,2113
5998,2116
5998,1306
5998,229
5998,5690
5998,4402
5998,4267
5998,3530
5998,2979
5998,2310
5998,918
5998,3069
5998,4457
5998,1516
5998,1513
5998,5888
5998,3768
5998,5368
5998,5367
5998,5577
5998,5578
5998,4235
5998,4175
5998,1191
5998,3085
5998,5586
5998,5294
5998,5298
5998,1790
5998,256
5998,5843
5998,3235
5998,1408
5998,5650
5998,1170
5998,4586
5998,1370
5998,5815
5998,4015
5998,5724
5998,5723
5998,3425
5998,2291
5998,5282
5998,726
5998,724
5998,725
5998,3506
5998,5673
5998,1205
5998,352
5998,3566
5998,5279
5998,2566
5998,1148
5998,1349
5998,3833
5998,3832
5998,3725
5998,3724
5998,3951
5998,4949
5998,1144
5998,2581
5998,2986
5998,3023
5998,2229
5998,1837
5998,342
5998,5585
5998,2482
5998,1098
5998,2660
5998,2024
5998,1967
5998,6207
5998,3107
5998,4336
5998,2897
5998,2887
5998,3408
5998,1363
5998,4109
5998,1442
5998,3007
5998,4289
5998,2205
5998,2203
5998,3212
5998,1764
5998,1322
5998,1765
5998,4447
5998,1796
5998,399
5998,5917
5998,3554
5998,2154
5998,2854
5998,4310
5998,5479
5998,6019
5998,5880
5998,1662
5998,4959
5998,4960
5998,3494
5998,3240
5998,3478
5998,6027
5998,4344
5998,3913
5998,2200
5998,2864
5998,2886
5998,827
5998,4810
5998,576
5998,5403
5998,494
5998,5507
5998,5216
330,4380
330,3185
330,481
330,1319
5088,452
5088,4222
5088,161
5088,5088
5088,5844
259,1111
259,3483
259,3246
259,5881
5325,2051
5325,1534
5325,5701
5325,4699
5325,6277
5325,3956
5325,5781
819,2275
819,4446
819,1960
3884,67
1962,3328
1962,3423
1962,4407
1962,1775
1962,5151
1962,5468
2616,710
3208,3000
2035,5768
2035,5618
2035,1331
2035,696
2035,4751
2035,3943
4380,1519
4380,481
4380,516
4380,595
2111,947
5985,2204
5985,2804
5985,5207
5985,4872
4789,2429
4789,2844
4789,5326
4789,572
4789,3351
4789,3573
4789,2411
4789,2245
4789,4704
4789,1285
4789,2580
4789,3057
4789,5855
4789,2764
4789,1202
4789,5739
4789,3794
4789,1530
4789,1269
4789,2577
4789,4587
4789,3467
4789,62
4789,1869
4789,5057
4789,797
4789,1113
4789,29
4789,2422
4789,1184
4789,3985
4789,3719
4789,1571
4789,1106
4789,1876
4789,5112
4789,104
159,3548
4537,5998
755,4845
755,1581
755,3980
